Origin,Destination,6E Flight Number,Departure (Local Time),Arrival (Local Time),Via,Days of Operations,Effective From,Effective To
Kochi (COK),Dubai (DXB),71,01:40,04:15,,Daily,12-Mar-18,24-Mar-18
Kochi (COK),Dubai (DXB),79,05:35,08:25,,Every Sun,04-Mar-18,11-Mar-18
Kochi (COK),Dubai (DXB),79,05:50,08:20,,Daily,19-Feb-18,26-Feb-18
Kochi (COK),Dubai (DXB),67,18:40,21:15,,Daily,19-Feb-18,24-Mar-18
Kochi (COK),Hyderabad (HYD),334,08:20,10:00,,Daily,19-Feb-18,24-Mar-18
Kochi (COK),Hyderabad (HYD),6468,12:40,14:15,,Daily,19-Feb-18,24-Mar-18
Kochi (COK),Hyderabad (HYD),263,21:10,22:45,,Daily,19-Feb-18,24-Mar-18
Kochi (COK),Chennai (MAA),269,07:30,08:50,,Daily,19-Feb-18,26-Feb-18
Kochi (COK),Chennai (MAA),269,07:30,08:50,,Daily,27-Feb-18,24-Mar-18
Kochi (COK),Chennai (MAA),571,13:30,14:45,,Daily,19-Feb-18,24-Mar-18
Kochi (COK),Chennai (MAA),755,21:30,22:55,,Daily,19-Feb-18,24-Mar-18
Kochi (COK),Muscat (MCT),83,17:25,19:45,,Except Tue,19-Feb-18,24-Mar-18
Kochi (COK),Muscat (MCT),83,17:40,19:45,,Every Tue,20-Feb-18,20-Mar-18
Kochi (COK),Pune (PNQ),337,00:25,02:15,,Daily,19-Feb-18,24-Mar-18
Kochi (COK),Pune (PNQ),528,13:20,15:00,,Every Tue,20-Feb-18,20-Mar-18
Kochi (COK),Thiruvananthapuram (TRV),359,00:50,01:35,,"Except Wed, Fri, Sun",20-Feb-18,24-Mar-18
Kochi (COK),Thiruvananthapuram (TRV),315,09:35,10:25,,Daily,19-Feb-18,24-Mar-18
Dehradun (DED),Bengaluru (BLR),491,10:35,13:45,,Every Sun,25-Feb-18,18-Mar-18
Dehradun (DED),Bengaluru (BLR),912,16:30,19:15,,Except Tue,19-Feb-18,24-Mar-18
Dehradun (DED),Delhi (DEL),455,08:00,09:00,,Daily,19-Feb-18,25-Feb-18
Dehradun (DED),Delhi (DEL),455,08:00,09:00,,"Every Mon, Sun",26-Feb-18,04-Mar-18
Dehradun (DED),Delhi (DEL),455,08:00,09:00,,Every Sun,11-Mar-18,18-Mar-18
Dehradun (DED),Delhi (DEL),679,12:50,13:45,,Daily,19-Feb-18,24-Mar-18
Dehradun (DED),Delhi (DEL),755,14:35,15:25,,Daily,19-Feb-18,24-Mar-18
Dehradun (DED),Delhi (DEL),963,17:55,19:00,,Daily,19-Feb-18,24-Mar-18
Dehradun (DED),Hyderabad (HYD),274,14:10,16:40,,Every Sun,04-Mar-18,18-Mar-18
Dehradun (DED),Lucknow (LKO),588,14:10,15:35,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Ahmedabad (AMD),517,06:40,08:15,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Ahmedabad (AMD),6373,06:55,08:25,,Except Sun,01-Mar-18,24-Mar-18
Delhi (DEL),Ahmedabad (AMD),6373,07:05,08:25,,Every Sun,04-Mar-18,18-Mar-18
Delhi (DEL),Ahmedabad (AMD),6373,07:35,09:35,,Except Sun,19-Feb-18,28-Feb-18
Delhi (DEL),Ahmedabad (AMD),6373,07:35,09:05,,Every Sun,25-Feb-18,25-Feb-18
Delhi (DEL),Ahmedabad (AMD),161,11:00,12:35,,Except Sun,19-Feb-18,28-Feb-18
Delhi (DEL),Ahmedabad (AMD),432,13:30,15:10,,Daily,19-Feb-18,28-Feb-18
Delhi (DEL),Ahmedabad (AMD),153,17:55,19:40,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Ahmedabad (AMD),658,20:45,22:20,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Ahmedabad (AMD),607,21:45,23:20,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Ahmedabad (AMD),625,22:50,00:25,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Amritsar (ATQ),524,05:15,06:25,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Amritsar (ATQ),367,12:10,13:25,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Amritsar (ATQ),894,21:30,22:40,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Bhubaneswar (BBI),701,06:50,08:55,,Except Thu,19-Feb-18,24-Mar-18
Delhi (DEL),Bhubaneswar (BBI),5013,09:15,11:20,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Bhubaneswar (BBI),211,15:45,17:50,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Bhubaneswar (BBI),6512,18:25,20:40,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Bhubaneswar (BBI),841,22:50,00:55,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Vadodara (BDQ),702,05:10,06:45,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Vadodara (BDQ),6064,14:10,15:45,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Vadodara (BDQ),775,18:55,20:30,,Daily,19-Feb-18,28-Feb-18
Delhi (DEL),Vadodara (BDQ),775,19:10,20:30,,Daily,01-Mar-18,24-Mar-18
Delhi (DEL),Bengaluru (BLR),133,05:05,07:50,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Bengaluru (BLR),458,06:20,09:05,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Bengaluru (BLR),6929,07:55,10:35,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Bengaluru (BLR),297,09:00,11:45,,Every Tue,20-Feb-18,20-Mar-18
Delhi (DEL),Bengaluru (BLR),297,09:35,12:20,,Except Tue,19-Feb-18,24-Mar-18
Delhi (DEL),Bengaluru (BLR),6695,11:00,13:45,,Except Tue,19-Feb-18,24-Mar-18
Delhi (DEL),Bengaluru (BLR),423,13:00,15:45,,Except Tue,19-Feb-18,24-Mar-18
Delhi (DEL),Bengaluru (BLR),839,15:10,18:00,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Bengaluru (BLR),123,15:50,18:40,,Every Sat,24-Feb-18,24-Mar-18
Delhi (DEL),Bengaluru (BLR),126,16:00,18:45,,Except Tue,19-Feb-18,24-Mar-18
Delhi (DEL),Bengaluru (BLR),306,17:05,19:50,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Bengaluru (BLR),637,18:50,21:35,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Bengaluru (BLR),963,19:40,22:30,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Bengaluru (BLR),131,20:40,23:25,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Bengaluru (BLR),273,22:00,00:45,,Every Tue,20-Feb-18,20-Mar-18
Delhi (DEL),Bengaluru (BLR),273,22:10,00:55,,Except Tue,19-Feb-18,24-Mar-18
Delhi (DEL),Bengaluru (BLR),977,22:40,01:25,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Bengaluru (BLR),6376,23:50,02:35,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Mumbai (BOM),171,05:05,07:15,,Except Thu,19-Feb-18,25-Feb-18
Delhi (DEL),Mumbai (BOM),171,05:05,07:15,,Every Thu,22-Feb-18,22-Feb-18
Delhi (DEL),Mumbai (BOM),171,05:05,07:15,,Except Fri,26-Feb-18,04-Mar-18
Delhi (DEL),Mumbai (BOM),171,05:05,07:15,,"Every Wed, Fri",02-Mar-18,07-Mar-18
Delhi (DEL),Mumbai (BOM),171,05:05,07:15,,Except Wed,05-Mar-18,11-Mar-18
Delhi (DEL),Mumbai (BOM),171,05:05,07:15,,Except Thu,12-Mar-18,24-Mar-18
Delhi (DEL),Mumbai (BOM),171,05:05,07:15,,Every Thu,15-Mar-18,22-Mar-18
Delhi (DEL),Mumbai (BOM),993,06:40,08:50,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Mumbai (BOM),167,07:30,09:45,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Mumbai (BOM),179,08:30,10:45,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Mumbai (BOM),181,09:30,11:40,,Daily,19-Feb-18,28-Feb-18
Delhi (DEL),Mumbai (BOM),181,09:30,11:25,,Daily,01-Mar-18,24-Mar-18
Delhi (DEL),Mumbai (BOM),223,10:35,12:50,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Mumbai (BOM),957,11:30,13:40,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Mumbai (BOM),3175,13:00,15:10,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Mumbai (BOM),189,14:55,17:10,,Every Sun,25-Feb-18,18-Mar-18
Delhi (DEL),Mumbai (BOM),189,15:00,17:10,,Except Sun,19-Feb-18,24-Mar-18
Delhi (DEL),Mumbai (BOM),755,16:00,18:10,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Mumbai (BOM),191,17:10,19:20,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Mumbai (BOM),129,17:30,19:45,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Mumbai (BOM),843,18:30,20:55,,Every Sat,24-Feb-18,24-Mar-18
Delhi (DEL),Mumbai (BOM),843,18:35,20:55,,Except Sat,19-Feb-18,23-Mar-18
Delhi (DEL),Mumbai (BOM),197,19:30,21:45,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Mumbai (BOM),185,20:30,22:40,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Mumbai (BOM),665,21:30,23:50,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Mumbai (BOM),155,22:30,00:45,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Kolkata (CCU),282,04:55,07:05,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Kolkata (CCU),861,05:45,08:15,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Kolkata (CCU),219,06:50,09:00,,Except Tue,19-Feb-18,24-Mar-18
Delhi (DEL),Kolkata (CCU),377,07:55,10:05,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Kolkata (CCU),591,09:50,12:00,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Kolkata (CCU),921,13:50,15:45,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Kolkata (CCU),786,15:20,17:30,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Kolkata (CCU),283,17:00,19:20,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Kolkata (CCU),307,17:55,20:10,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Kolkata (CCU),693,20:25,22:35,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Kolkata (CCU),173,21:55,00:10,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Coimbatore (CJB),908,06:35,09:30,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Coimbatore (CJB),3752,13:20,16:15,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Kochi (COK),315,05:35,08:50,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Kochi (COK),6193,14:35,17:45,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Kochi (COK),359,21:10,00:20,,"Except Tue, Thu, Sat",19-Feb-18,23-Mar-18
Delhi (DEL),Dehradun (DED),545,06:35,07:30,,Daily,19-Feb-18,25-Feb-18
Delhi (DEL),Dehradun (DED),545,06:35,07:30,,"Every Mon, Sun",26-Feb-18,04-Mar-18
Delhi (DEL),Dehradun (DED),545,06:35,07:30,,Every Sun,11-Mar-18,18-Mar-18
Delhi (DEL),Dehradun (DED),964,11:20,12:10,,Daily,19-Feb-18,25-Feb-18
Delhi (DEL),Dehradun (DED),964,11:20,12:10,,"Except Fri, Sun",26-Feb-18,03-Mar-18
Delhi (DEL),Dehradun (DED),964,11:20,12:10,,"Every Wed, Fri",02-Mar-18,07-Mar-18
Delhi (DEL),Dehradun (DED),964,11:20,12:10,,"Except Wed, Sun",05-Mar-18,10-Mar-18
Delhi (DEL),Dehradun (DED),964,11:20,12:10,,Except Sun,12-Mar-18,24-Mar-18
Delhi (DEL),Dehradun (DED),964,11:30,12:10,,Every Sun,04-Mar-18,18-Mar-18
Delhi (DEL),Dehradun (DED),966,13:00,13:50,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Dehradun (DED),246,16:25,17:25,,Every Tue,20-Feb-18,20-Mar-18
Delhi (DEL),Dehradun (DED),246,16:35,17:25,,Except Tue,19-Feb-18,24-Mar-18
Delhi (DEL),Dibrugarh (DIB),3645,10:50,13:20,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Doha (DOH),1701,01:50,03:30,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Dubai (DXB),47,02:05,04:45,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Dubai (DXB),23,06:45,09:25,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Dubai (DXB),55,15:40,18:20,,Except Sun,19-Feb-18,26-Feb-18
Delhi (DEL),Dubai (DXB),55,15:50,18:20,,Every Sun,25-Feb-18,18-Mar-18
Delhi (DEL),Dubai (DXB),21,16:55,19:50,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Guwahati (GAU),251,05:25,07:45,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Guwahati (GAU),939,07:45,10:10,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Guwahati (GAU),694,17:25,19:45,,Daily,19-Feb-18,24-Mar-18
Delhi (DEL),Goa (GOI),329,10:50,13:40,,Daily,19-Feb-18,24-Mar-18
